,Date,GBPPLN,GBPHKD,GBPAUD,GBPMXN,GBPEUR,GBPHUF,GBPDKK,GBPCZK,GBPNZD,GBPZAR,GBPCAD,GBPNOK,GBPUSD,GBPJPY,GBPSGD,GBPSEK,GBPCHF,SIVR,IAU,USO,DBA,LIT,UGA,COPX
553,2017-08-23,4.6408,10.017,1.6186,22.6375,1.0835,327.77,8.058,28.2711,1.77,16.8457,1.6062,10.066,1.2803,139.457,1.7408,10.3115,1.2354,16.67,12.4,9.88,18.48,32.63,26.53,25.72
554,2017-08-24,4.6149,10.014,1.6198,22.6594,1.085,329.36,8.064,28.3091,1.7768,16.8858,1.6021,10.0341,1.2803,140.284,1.7432,10.3218,1.2356,16.55,12.36,9.71,18.66,32.9,27.05,25.96
555,2017-08-28,4.5895,10.113,1.6331,23.2046,1.0804,328.31,8.034,28.1819,1.7871,16.9181,1.6187,10.0447,1.2929,140.465,1.7523,10.3032,1.2304,17.04,12.6,9.53,18.78,33.1,27.5,26.32
556,2017-08-29,4.585,10.113,1.625,23.0685,1.0795,329.79,8.03,28.1713,1.7796,16.7848,1.6173,10.0187,1.2928,141.653,1.7511,10.2576,1.2341,16.9585,12.58,9.46,18.48,33.01,28.06,26.49
557,2017-08-30,4.6149,10.11,1.6343,22.8999,1.0865,331.73,8.078,28.3,1.7931,16.7852,1.6311,10.0771,1.2922,142.527,1.754,10.3019,1.2443,16.99,12.58,9.38,18.49,33.12,28.4,26.29
558,2017-08-31,4.6071,10.125,1.6299,23.1377,1.0863,331.85,8.076,28.3574,1.8034,16.8144,1.6151,10.0322,1.2941,142.426,1.7547,10.2661,1.2417,17.19,12.72,9.63,18.64,33.72,30.66,26.48
559,2017-09-05,4.6257,10.203,1.6292,23.3141,1.0934,334.53,8.134,28.53,1.799,16.8286,1.6129,10.1312,1.3041,141.596,1.7652,10.3789,1.2439,17.47,12.89,9.92,18.79,33.63,29.21,26.78
560,2017-09-06,4.64,10.207,1.6289,23.1878,1.0938,334.86,8.137,28.5336,1.8117,16.6868,1.5962,10.1692,1.3046,142.439,1.7608,10.3983,1.247,17.43,12.83,10.04,18.84,34.02,29.13,27.0
561,2017-09-07,4.6223,10.231,1.6282,23.1324,1.0893,332.85,8.106,28.4404,1.8118,16.7613,1.5874,10.1287,1.3097,142.006,1.7554,10.374,1.2447,17.68,12.96,10.03,18.75,34.57,28.8,27.03
562,2017-09-11,4.6706,10.288,1.6403,23.2635,1.1011,337.28,8.191,28.7104,1.8129,17.0773,1.5941,10.3197,1.3175,143.962,1.773,10.5395,1.2589,17.33,12.76,9.82,18.83,35.96,28.35,26.29
563,2017-09-12,4.7228,10.382,1.658,23.5631,1.11,340.99,8.261,28.9499,1.8242,17.2712,1.6193,10.4112,1.3296,146.553,1.7914,10.5903,1.2764,17.45,12.8,9.87,18.72,36.43,28.8,26.2851
564,2017-09-13,4.7555,10.32,1.6548,23.4574,1.1109,341.82,8.264,28.9804,1.8226,17.3446,1.607,10.4032,1.3214,146.013,1.7842,10.5996,1.2725,17.32,12.71,10.07,18.85,37.01,28.57,25.53
565,2017-09-14,4.8072,10.467,1.6749,23.6503,1.1238,346.56,8.363,29.2789,1.8539,17.5791,1.6297,10.5503,1.3401,147.333,1.8042,10.6928,1.2885,17.32,12.76,10.13,18.86,37.32,28.24,25.28
566,2017-09-18,4.8441,10.557,1.6966,23.9797,1.1299,349.34,8.407,29.5064,1.8614,17.9526,1.6591,10.5723,1.3512,150.648,1.8204,10.7501,1.2994,16.8,12.57,10.17,18.95,38.67,28.72,25.22
567,2017-09-19,4.8173,10.545,1.6876,24.0551,1.1267,346.75,8.38,29.3867,1.8458,17.9776,1.6605,10.5373,1.3512,150.732,1.8195,10.742,1.3,16.9,12.6,10.11,18.88,39.28,28.65,25.31
568,2017-09-20,4.8527,10.533,1.6815,24.0185,1.1361,350.52,8.448,29.6295,1.8358,17.9679,1.6649,10.6142,1.3503,151.738,1.8215,10.8218,1.3095,16.73,12.5,10.24,19.12,38.42,28.72,25.37
569,2017-09-21,4.8547,10.592,1.7122,24.2606,1.1366,352.11,8.457,29.6184,1.8579,18.0035,1.6732,10.5866,1.3573,152.649,1.8325,10.8166,1.3174,16.57,12.41,10.25,19.06,37.95,28.63,25.03
570,2017-09-25,4.8602,10.527,1.6985,24.157,1.1363,352.75,8.458,29.5868,1.8563,17.9711,1.6669,10.5313,1.3481,150.607,1.8214,10.8332,1.3025,16.74,12.6,10.55,18.89,36.0,29.8,24.31
571,2017-09-26,4.8833,10.51,1.706,24.1381,1.1406,354.77,8.488,29.6667,1.8656,17.9763,1.6622,10.6123,1.3454,151.031,1.8224,10.9242,1.3035,16.43,12.46,10.49,18.83,36.24,29.35,24.34
572,2017-09-27,4.9284,10.458,1.706,24.4187,1.1402,354.86,8.487,29.6607,1.859,18.1835,1.6712,10.6506,1.3395,151.209,1.8217,10.914,1.3022,16.35,12.33,10.52,18.98,36.93,28.75,24.3
573,2017-09-28,4.9142,10.495,1.7113,24.3681,1.1398,354.3,8.486,29.6273,1.8573,18.1471,1.6703,10.6686,1.3435,151.015,1.8245,10.8998,1.3037,16.44,12.36,10.43,18.84,36.96,28.81,24.58
574,2017-10-02,4.8708,10.371,1.6951,24.2271,1.1313,352.54,8.416,29.3212,1.8449,18.0481,1.6615,10.6142,1.3278,149.601,1.8071,10.8394,1.2934,16.18,12.21,10.21,18.91,37.68,27.67,25.1
575,2017-10-03,4.8579,10.338,1.6896,24.103,1.1271,351.47,8.387,29.201,1.8502,18.0303,1.6533,10.562,1.3238,149.346,1.8025,10.7659,1.2885,16.23,12.22,10.18,18.92,38.27,27.81,25.66
576,2017-10-04,4.8338,10.337,1.6847,24.2001,1.1253,350.81,8.38,29.0767,1.8495,17.9422,1.6521,10.5312,1.3243,149.333,1.8025,10.7126,1.2911,16.2,12.25,10.08,18.92,39.14,28.09,25.84
577,2017-10-05,4.8152,10.241,1.6832,24.2413,1.1194,349.05,8.333,28.8827,1.8435,17.9137,1.6483,10.4982,1.3114,147.958,1.7892,10.6684,1.2832,16.21,12.19,10.25,19.05,39.62,28.82,26.27
578,2017-10-09,4.8062,10.251,1.6946,24.5096,1.1192,348.46,8.324,28.9509,1.8601,18.1019,1.6489,10.4838,1.3135,148.005,1.7909,10.6568,1.2869,16.56,12.35,10.0,18.96,38.88,27.65,26.0
579,2017-10-10,4.7973,10.301,1.6971,24.8371,1.118,347.29,8.319,28.9081,1.8674,18.0806,1.6526,10.4957,1.3203,148.36,1.7907,10.654,1.2869,16.7,12.39,10.28,19.08,39.15,28.33,26.13
580,2017-10-11,4.7554,10.323,1.6968,24.7317,1.1157,344.41,8.296,28.8533,1.8636,17.8811,1.6471,10.4677,1.3225,148.78,1.7904,10.6363,1.2873,16.8,12.43,10.36,19.1,39.05,28.59,26.06
581,2017-10-12,4.7814,10.358,1.6955,25.0921,1.1209,345.73,8.342,28.9885,1.8587,17.8745,1.6547,10.4807,1.3267,148.936,1.7941,10.772,1.2935,16.8,12.43,10.23,19.07,39.05,28.14,26.27
582,2017-10-16,4.75,10.341,1.6876,25.2393,1.1233,345.4,8.36,28.957,1.8428,17.625,1.6581,10.4622,1.3245,148.577,1.791,10.7331,1.292,16.8,12.45,10.46,19.05,39.92,28.8,27.15
583,2017-10-17,4.7438,10.297,1.682,24.7943,1.1207,345.15,8.343,28.8442,1.8388,17.6525,1.6508,10.4741,1.3191,147.967,1.7876,10.7519,1.2901,16.62,12.36,10.49,18.92,39.47,29.08,26.73
584,2017-10-18,4.7381,10.309,1.6835,24.9277,1.1201,344.66,8.334,28.7971,1.8457,17.9061,1.6461,10.5042,1.3207,149.354,1.7922,10.7486,1.2959,16.58,12.31,10.48,18.95,39.61,29.29,26.59
585,2017-10-19,4.6985,10.26,1.6699,24.743,1.1098,341.33,8.264,28.5311,1.8718,17.7655,1.6422,10.4293,1.3156,148.124,1.7849,10.6866,1.284,16.81,12.39,10.35,19.12,39.48,29.0,26.4
586,2017-10-23,4.7483,10.297,1.691,25.2002,1.123,345.99,8.364,28.8074,1.8915,18.0785,1.6695,10.5666,1.3204,149.69,1.7976,10.8298,1.3001,16.68,12.33,10.42,19.05,39.49,29.42,26.35
587,2017-10-24,4.7341,10.245,1.6885,25.2531,1.1161,345.66,8.306,28.5687,1.9022,18.0412,1.6638,10.5111,1.3131,149.657,1.789,10.7905,1.3012,16.55,12.27,10.54,19.17,39.59,30.15,26.569
588,2017-10-25,4.7615,10.35,1.7224,25.3164,1.1228,348.19,8.357,28.7086,1.9274,18.6377,1.6984,10.6288,1.3267,150.747,1.8043,10.8945,1.3122,16.53,12.29,10.48,19.16,39.01,30.36,26.16
589,2017-10-26,4.7964,10.251,1.7158,25.256,1.1281,350.16,8.395,28.9595,1.9218,18.6908,1.6885,10.741,1.3138,149.898,1.797,10.9724,1.3108,16.37,12.18,10.57,19.22,38.94,30.62,25.88
590,2017-10-30,4.815,10.295,1.7182,25.4199,1.1337,352.45,8.438,29.0686,1.9208,18.5482,1.6944,10.7673,1.3204,149.387,1.7967,11.0327,1.3146,16.44,12.26,10.87,19.34,38.96,30.83,25.51
591,2017-10-31,4.829,10.36,1.7359,25.4792,1.1407,354.8,8.485,29.2426,1.9262,18.7588,1.7135,10.8465,1.3286,150.994,1.81,11.1231,1.3248,16.32,12.21,10.93,19.44,39.21,31.14,25.59
592,2017-11-01,4.8236,10.333,1.7261,25.2765,1.1396,354.13,8.485,29.1221,1.9232,18.6216,1.7051,10.7922,1.3248,151.249,1.8029,11.1325,1.3285,16.73,12.25,10.9,19.44,39.86,31.38,25.92
593,2017-11-02,4.7368,10.183,1.6927,24.779,1.1194,347.82,8.333,28.7327,1.8887,18.2409,1.6722,10.6184,1.3054,148.862,1.7741,10.9535,1.3046,16.7,12.27,10.99,19.41,39.07,32.12,25.9
594,2017-11-06,4.7991,10.274,1.7135,25.0678,1.1342,352.13,8.44,28.9688,1.8973,18.5641,1.6742,10.7127,1.3171,149.869,1.7937,11.058,1.314,16.83,12.31,11.51,19.44,39.53,32.9,26.46
595,2017-11-07,4.812,10.276,1.7214,25.1941,1.1353,353.32,8.453,28.9839,1.9054,18.7181,1.6812,10.7476,1.317,149.919,1.7959,11.0435,1.3162,16.54,12.26,11.49,19.45,40.01,32.75,26.28
596,2017-11-08,4.7836,10.225,1.7078,25.0331,1.1309,352.18,8.417,28.9196,1.882,18.5483,1.669,10.6936,1.3114,149.316,1.7854,10.9879,1.3113,16.59,12.31,11.41,19.37,40.69,32.83,26.44
597,2017-11-09,4.7672,10.249,1.7125,25.0484,1.1285,351.48,8.397,28.8007,1.8958,18.7043,1.667,10.683,1.3144,149.138,1.7862,11.0027,1.3065,16.59,12.35,11.46,19.33,40.31,32.67,26.2
598,2017-11-13,4.7527,10.228,1.7223,25.0481,1.1244,349.79,8.361,28.7245,1.9012,18.9591,1.6701,10.7125,1.3114,148.976,1.786,10.9973,1.3064,16.61,12.28,11.38,19.29,40.45,32.15,25.96
599,2017-11-14,4.7318,10.267,1.7248,25.207,1.1153,347.36,8.297,28.5502,1.9152,18.8889,1.6761,10.7648,1.3161,149.336,1.7885,11.0508,1.3024,16.6,12.31,11.13,19.13,39.81,31.59,25.36
600,2017-11-16,4.7398,10.301,1.7394,25.1083,1.1207,348.8,8.336,28.613,1.9257,18.6562,1.6825,10.829,1.3192,149.214,1.7893,11.0767,1.3113,16.66,12.29,11.07,19.06,39.57,30.84,24.81
601,2017-11-20,4.7634,10.338,1.7538,25.1154,1.128,351.88,8.392,28.7915,1.9437,18.5738,1.6956,10.977,1.3236,149.017,1.7968,11.2181,1.3148,16.52,12.28,11.28,19.0,39.45,31.23,24.98
602,2017-11-21,4.7534,10.341,1.7477,24.8483,1.1284,352.9,8.395,28.7518,1.9396,18.4946,1.6924,10.8767,1.324,148.921,1.7928,11.1611,1.3123,16.53,12.3,11.4,19.01,40.13,31.75,25.27
603,2017-11-22,4.7393,10.403,1.7498,24.841,1.1268,352.15,8.387,28.6962,1.9377,18.4107,1.6923,10.8606,1.3323,148.213,1.7947,11.1016,1.3078,16.72,12.42,11.6,19.17,40.21,31.71,25.67
604,2017-11-27,4.7028,10.388,1.7521,24.7325,1.1189,347.49,8.327,28.4477,1.9245,18.2971,1.6998,10.8495,1.3319,147.927,1.7926,11.0398,1.3073,16.63,12.44,11.59,19.13,40.06,32.171,25.44
605,2017-11-28,4.731,10.422,1.7576,24.7509,1.1279,349.92,8.392,28.732,1.9368,18.2505,1.7116,10.998,1.336,148.958,1.798,11.1462,1.3141,16.44,12.43,11.58,19.12,40.22,31.8,25.2
606,2017-11-29,4.747,10.471,1.7719,24.8794,1.132,352.59,8.422,28.8312,1.948,18.3132,1.7254,11.0653,1.3412,150.19,1.8068,11.2191,1.3203,16.16,12.35,11.47,19.27,39.62,31.28,24.76
607,2017-11-30,4.7676,10.551,1.7879,25.1854,1.1371,355.22,8.456,29.0102,1.9805,18.542,1.7426,11.2543,1.3513,152.247,1.823,11.3313,1.33,16.04,12.25,11.47,19.08,39.89,31.23,24.44
608,2017-12-04,4.7687,10.533,1.7727,25.0607,1.1352,355.5,8.448,29.0485,1.9641,18.1769,1.7089,11.2115,1.3476,151.576,1.8155,11.3437,1.327,15.95,12.27,11.49,18.98,38.98,30.56,24.5
609,2017-12-05,4.7685,10.494,1.7644,25.1646,1.1334,355.79,8.439,29.0726,1.9511,18.0294,1.7028,11.0747,1.3418,151.077,1.8079,11.2178,1.3241,15.73,12.17,11.54,18.85,38.1,30.95,23.97
610,2017-12-06,4.7668,10.45,1.7691,25.2049,1.1341,355.54,8.432,29.0503,1.9462,18.0805,1.7111,11.0548,1.3379,150.158,1.8047,11.2643,1.3235,15.6,12.15,11.2,18.65,37.32,30.07,23.58
611,2017-12-07,4.8059,10.52,1.7938,25.5117,1.1452,359.63,8.515,29.2594,1.9734,18.4982,1.732,11.2001,1.3477,152.4,1.8206,11.4284,1.3399,15.36,11.99,11.33,18.48,37.55,30.63,23.66
612,2017-12-11,4.7483,10.412,1.7721,25.3987,1.1332,355.61,8.432,28.9855,1.9308,18.1431,1.715,11.1705,1.334,151.457,1.8027,11.3288,1.3229,15.35,11.94,11.6,18.3,38.28,31.11,24.32
613,2017-12-12,4.7655,10.394,1.7629,25.5239,1.1342,355.25,8.441,29.0445,1.9199,18.1741,1.714,11.1029,1.3314,151.169,1.8005,11.2096,1.3202,15.34,11.96,11.44,18.19,38.31,30.6,24.41
614,2017-12-13,4.7724,10.466,1.7576,25.4662,1.1326,355.98,8.439,29.0663,1.9113,18.0337,1.7184,11.1457,1.3412,151.139,1.8054,11.2782,1.3225,15.66,12.06,11.33,18.25,38.85,29.78,24.85
615,2017-12-14,4.8093,10.48,1.7528,25.6286,1.1407,358.08,8.492,29.2993,1.9227,18.1172,1.7183,11.1373,1.3424,150.855,1.8069,11.328,1.3283,15.52,12.04,11.43,18.24,38.62,30.19,24.82
616,2017-12-18,4.7688,10.456,1.7453,25.5189,1.1352,355.09,8.45,29.1564,1.9129,17.0441,1.7208,11.1813,1.338,150.61,1.8028,11.2835,1.3188,15.73,12.11,11.44,18.35,39.76,30.11,25.59
617,2017-12-19,4.7404,10.462,1.7474,25.6902,1.1304,353.07,8.413,29.0129,1.9178,17.0164,1.7237,11.1749,1.3387,151.074,1.8025,11.2485,1.3183,15.73,12.12,11.51,18.37,39.91,30.49,25.7
618,2017-12-20,4.7278,10.458,1.7438,25.7048,1.1254,351.99,8.384,28.8937,1.9088,17.0157,1.7158,11.241,1.3372,151.555,1.7934,11.2217,1.3191,15.77,12.15,11.61,18.45,40.06,31.11,26.04
619,2017-12-21,4.7226,10.462,1.7375,26.0198,1.1283,351.15,8.394,28.9787,1.9067,17.0488,1.7045,11.18,1.3383,151.668,1.7985,11.2073,1.323,15.73,12.18,11.64,18.47,39.71,31.2134,26.58
620,2017-12-26,4.7263,10.443,1.7311,26.5459,1.1277,350.85,8.393,29.0573,1.9013,16.6981,1.6965,11.1043,1.3374,151.377,1.7964,11.1647,1.3231,16.12,12.32,11.95,18.57,39.63,31.85,26.79
621,2017-12-27,4.7078,10.464,1.7251,26.375,1.1262,348.65,8.384,28.8831,1.8958,16.3943,1.6948,11.0692,1.3399,151.734,1.795,11.0796,1.3205,16.27,12.38,11.92,18.67,39.82,31.93,27.37
622,2017-12-28,4.6883,10.496,1.7225,26.444,1.1252,348.06,8.371,28.7588,1.8953,16.5386,1.6876,11.0738,1.3429,151.602,1.7965,11.0748,1.3141,16.41,12.44,11.97,18.72,38.83,32.0,27.4
623,2018-01-02,4.6821,10.619,1.7363,26.5229,1.1269,347.56,8.387,28.7185,1.9136,16.8924,1.7006,11.0318,1.359,152.513,1.8066,11.0939,1.3208,16.75,12.67,12.07,18.97,39.67,31.4,28.05
624,2018-01-03,4.658,10.56,1.7261,26.1246,1.1249,346.32,8.373,28.6612,1.9058,16.6966,1.6942,10.9505,1.3511,152.06,1.7963,11.0495,1.3202,16.71,12.64,12.34,18.96,39.88,32.04,27.76
625,2018-01-04,4.6464,10.588,1.7232,26.1398,1.1228,345.13,8.354,28.6488,1.8934,16.6343,1.6922,10.9185,1.3548,152.788,1.7971,11.013,1.3201,16.77,12.71,12.37,18.93,39.84,32.17,28.2
626,2018-01-08,4.7203,10.611,1.7309,26.0318,1.1332,349.79,8.441,28.9338,1.8925,16.7982,1.6852,10.9531,1.3569,153.521,1.8079,11.1273,1.3259,16.685,12.69,12.38,18.7,41.08,32.07,28.48
627,2018-01-09,4.7445,10.587,1.731,26.0255,1.1343,350.32,8.446,28.9552,1.8925,16.6761,1.6872,10.9763,1.354,152.498,1.807,11.1381,1.3313,16.56,12.63,12.57,18.74,40.86,32.7,28.31
628,2018-01-10,4.7087,10.563,1.7219,26.0281,1.1301,348.81,8.416,28.8495,1.8751,16.7835,1.6939,10.899,1.3506,150.453,1.8003,11.0695,1.3207,16.54,12.66,12.68,18.67,40.31,32.72,28.53
629,2018-01-11,4.6777,10.59,1.7152,26.0477,1.1244,346.72,8.373,28.6488,1.8628,16.7443,1.6949,10.8407,1.3536,150.585,1.7987,10.9929,1.3201,16.55,12.69,12.7,18.6,40.45,32.73,28.85
630,2018-01-16,4.683,10.785,1.7325,25.8598,1.1241,346.44,8.376,28.5685,1.8981,16.8865,1.7146,10.8592,1.3787,152.261,1.8201,11.0925,1.3231,16.79,12.86,12.76,18.54,39.83,32.8,28.81
631,2018-01-17,4.7159,10.793,1.7356,25.7896,1.1348,349.71,8.448,28.7686,1.9016,16.9948,1.7194,10.8955,1.3807,153.745,1.8321,11.1273,1.3344,16.6,12.77,12.78,18.69,39.96,33.16,28.88
632,2018-01-18,4.7086,10.858,1.7366,25.8252,1.1352,349.06,8.449,28.7545,1.9032,16.8471,1.7239,10.8884,1.3893,154.274,1.8333,11.1281,1.3317,16.52,12.75,12.76,18.68,38.46,33.42,28.3
633,2018-01-22,4.7441,10.933,1.7452,26.1412,1.1409,352.36,8.487,28.9638,1.909,16.8287,1.7402,10.9752,1.3983,155.107,1.8442,11.2128,1.3447,16.58,12.81,12.78,18.69,38.02,33.44,28.53
634,2018-01-23,4.7359,10.943,1.7512,26.1494,1.1383,351.36,8.474,28.8822,1.9044,16.8145,1.7398,10.9513,1.4001,154.402,1.844,11.2096,1.3411,16.62,12.88,12.97,18.62,38.28,33.9,28.27
635,2018-01-24,4.757,11.131,1.7666,26.3295,1.1472,354.4,8.546,29.1152,1.9415,16.8879,1.7579,11.0304,1.424,155.483,1.8619,11.2823,1.3464,17.12,13.05,13.22,18.8,38.34,34.07,28.7
636,2018-01-25,4.7123,11.036,1.7625,26.2437,1.1417,351.89,8.486,28.9228,1.934,16.805,1.748,10.9385,1.4108,154.681,1.8503,11.1903,1.3299,16.86,12.94,13.06,18.74,38.65,33.71,28.74
637,2018-01-29,4.7035,10.999,1.7389,26.1591,1.1367,351.66,8.456,28.7498,1.9222,16.7907,1.7362,10.848,1.4069,153.354,1.8436,11.0886,1.3194,16.75,12.88,13.11,18.91,38.27,33.905,28.7
638,2018-01-30,4.7371,11.062,1.7501,26.4909,1.1406,354.21,8.489,28.857,1.9303,16.9294,1.7456,10.9125,1.415,153.899,1.856,11.154,1.3224,16.68,12.83,12.9,18.94,37.67,33.08,28.26
639,2018-01-31,4.7395,11.103,1.7618,26.3755,1.1432,353.8,8.511,28.8933,1.9262,16.8022,1.7471,10.9435,1.4196,155.021,1.8622,11.1858,1.3224,16.91,12.92,12.98,18.83,37.54,33.62,28.07
640,2018-02-01,4.7305,11.149,1.775,26.146,1.1403,352.11,8.487,28.7161,1.9286,16.8845,1.7502,10.8978,1.4262,156.111,1.8661,11.1768,1.3208,16.81,12.97,13.24,19.0,36.89,33.7301,28.21
641,2018-02-05,4.6854,10.921,1.7725,26.2398,1.1273,349.27,8.399,28.4026,1.9187,16.9114,1.7502,10.94,1.3967,152.418,1.8459,11.1363,1.301,16.28,12.85,12.77,18.84,34.17,32.56,26.83
642,2018-02-06,4.6763,10.906,1.7652,25.9364,1.1272,348.65,8.387,28.4008,1.8998,16.6365,1.7437,10.9,1.3956,153.111,1.8391,11.0898,1.3058,16.18,12.69,12.7,18.98,34.97,32.04,27.37
643,2018-02-07,4.7129,10.843,1.7753,26.0268,1.1308,351.17,8.424,28.5567,1.9201,16.7411,1.7434,10.9732,1.3871,151.709,1.8385,11.2133,1.3084,15.92,12.62,12.37,18.96,35.15,31.34,26.27
644,2018-02-08,4.7562,10.885,1.7912,26.3096,1.1365,353.32,8.457,28.8137,1.929,16.9094,1.7532,11.0369,1.392,151.399,1.8525,11.279,1.3024,15.97,12.65,12.09,18.86,34.1,30.98,25.31
645,2018-02-12,4.6834,10.816,1.7602,25.7582,1.1254,350.54,8.383,28.5306,1.9053,16.4839,1.7414,10.9495,1.3835,150.426,1.8292,11.1526,1.3001,16.11,12.68,11.89,18.94,35.52,29.75,26.06
646,2018-02-13,4.6745,10.859,1.7674,25.8753,1.1238,350.16,8.375,28.4983,1.9089,16.5946,1.7485,10.9255,1.3886,149.727,1.8373,11.1422,1.299,16.15,12.76,11.87,18.94,35.37,29.92,26.72
647,2018-02-14,4.6627,10.953,1.7679,25.9814,1.1241,350.2,8.376,28.5005,1.9007,16.3806,1.7494,10.9109,1.4004,149.808,1.8396,11.1335,1.3011,16.46,12.98,12.18,19.01,36.2,30.44,27.83
648,2018-02-15,4.6716,11.018,1.7742,26.048,1.1279,350.28,8.395,28.5644,1.9055,16.3577,1.759,10.9401,1.409,149.569,1.8436,11.1669,1.2993,16.45,12.99,12.33,19.12,36.76,30.75,28.35
649,2018-02-20,4.696,10.949,1.776,26.1662,1.1349,353.11,8.448,28.7252,1.9054,16.4016,1.7695,10.9719,1.3996,150.185,1.8459,11.3284,1.3103,16.05,12.77,12.39,18.98,36.12,30.96,27.36
650,2018-02-21,4.715,10.882,1.7832,26.1671,1.1325,353.15,8.435,28.6939,1.9027,16.2287,1.7658,10.9448,1.3908,149.86,1.8416,11.2969,1.3064,16.08,12.71,12.29,18.93,35.97,31.01,27.36
651,2018-02-22,4.7232,10.917,1.7797,25.9214,1.1317,353.58,8.428,28.6684,1.9007,16.2535,1.7727,10.9519,1.3955,148.934,1.8403,11.3204,1.3016,16.19,12.79,12.59,19.04,36.43,31.43,27.65
652,2018-02-26,4.717,10.923,1.779,26.0538,1.1339,354.86,8.443,28.7468,1.9136,16.1312,1.7708,10.92,1.3964,149.431,1.8373,11.3838,1.3101,16.21,12.79,12.86,19.14,35.96,32.145,28.62
653,2018-02-27,4.7366,10.884,1.7842,26.1858,1.137,356.55,8.463,28.8815,1.9217,16.2841,1.7764,10.9357,1.391,149.309,1.8414,11.4284,1.3059,16.01,12.65,12.65,19.1,35.62,31.82,27.93
654,2018-02-28,4.7016,10.763,1.7726,25.8799,1.1281,353.35,8.4,28.6583,1.909,16.2167,1.7651,10.8659,1.3756,146.712,1.8225,11.4048,1.299,15.99,12.66,12.37,19.17,34.22,30.89,27.2
655,2018-03-01,4.6922,10.782,1.7741,25.933,1.1223,351.24,8.358,28.5186,1.897,16.3299,1.7675,10.7956,1.3777,146.146,1.8217,11.3561,1.2966,16.08,12.62,12.35,19.46,33.54,30.4354,27.04
656,2018-03-05,4.6921,10.842,1.7835,25.9953,1.1222,352.01,8.359,28.5101,1.9165,16.37,1.7962,10.82,1.3843,147.032,1.8248,11.4351,1.3007,16.01,12.66,12.59,19.63,33.61,31.05,27.01
657,2018-03-06,4.6753,10.882,1.7798,26.1737,1.1194,349.5,8.333,28.4042,1.907,16.377,1.7951,10.7862,1.3896,146.812,1.8286,11.3992,1.3023,16.32,12.8,12.57,19.59,34.41,30.96,27.64
658,2018-03-07,4.7031,10.891,1.7783,25.974,1.12,349.04,8.345,28.4549,1.9102,16.4226,1.7944,10.8533,1.39,147.52,1.8269,11.43,1.3113,16.05,12.71,12.35,19.42,34.37,30.81,27.31
659,2018-03-08,4.7061,10.829,1.7742,25.7308,1.1216,349.07,8.354,28.489,1.9019,16.4119,1.7804,10.8206,1.3813,146.814,1.8192,11.4108,1.3137,16.08,12.69,12.15,19.48,34.64,30.11,26.98
660,2018-03-12,4.7366,10.898,1.7669,25.8315,1.127,351.37,8.395,28.6651,1.9058,16.4325,1.7856,10.7661,1.3903,147.93,1.8254,11.45,1.3177,16.13,12.7,12.37,19.38,35.76,30.42,27.55
661,2018-03-13,4.7423,10.948,1.7783,25.9726,1.1269,351.11,8.395,28.7184,1.9071,16.4631,1.8096,10.8036,1.3969,148.766,1.8321,11.4733,1.3181,16.14,12.73,12.24,19.39,35.67,30.175,27.55
662,2018-03-14,4.7395,10.946,1.7731,25.9503,1.1288,351.23,8.409,28.6894,1.9092,16.4316,1.8091,10.7906,1.3963,148.454,1.8284,11.4271,1.3194,16.13,12.72,12.28,19.4,35.71,30.84,27.91
663,2018-03-15,4.7639,10.927,1.7885,26.0596,1.1322,352.07,8.433,28.7463,1.9161,16.5696,1.8193,10.7486,1.3935,148.115,1.831,11.3979,1.3258,15.96,12.64,12.34,19.28,35.59,30.82,27.64
664,2018-03-19,4.7996,10.997,1.8193,26.2415,1.1367,353.68,8.4665,28.8712,1.9373,16.8483,1.8344,10.8276,1.4024,148.724,1.8464,11.4397,1.3343,15.91,12.64,12.55,18.84,34.69,30.96,27.02
665,2018-03-20,4.8324,10.981,1.8215,26.2588,1.143,355.94,8.515,29.0416,1.9504,16.7515,1.8308,10.8412,1.4001,149.161,1.8467,11.5062,1.3383,15.79,12.58,12.81,18.8,34.56,31.54,26.66
666,2018-03-21,4.8398,11.088,1.8206,26.0674,1.1454,356.52,8.531,29.0687,1.9566,16.7179,1.8231,10.8708,1.4138,149.814,1.8557,11.5737,1.3412,16.19,12.8,13.18,18.85,34.81,32.28,27.24
667,2018-03-22,4.827,11.07,1.833,26.3472,1.1449,356.91,8.53,29.0804,1.9542,16.7234,1.8248,10.9222,1.4114,147.98,1.8566,11.6303,1.337,15.98,12.75,12.95,18.85,33.9,32.19,26.45
668,2018-03-26,4.8216,11.165,1.8376,26.112,1.1429,357.44,8.511,29.0679,1.9504,16.5652,1.8291,10.9274,1.4233,150.106,1.8629,11.6478,1.3453,16.27,12.99,13.21,18.81,33.71,32.2,26.3
669,2018-03-27,4.8053,11.112,1.8441,26.0454,1.1424,357.03,8.5038,29.0937,1.9503,16.4691,1.8242,10.9256,1.4165,149.26,1.8553,11.6558,1.3403,16.1,12.91,13.08,18.7,33.28,32.06,25.98
670,2018-03-28,4.806,11.046,1.8385,25.7776,1.1437,357.03,8.521,29.0874,1.9539,16.557,1.8191,11.0626,1.4078,150.351,1.8479,11.7547,1.3468,15.88,12.73,13.04,18.69,32.54,32.3098,25.22
